chr	region_start	region_end	phenotype_id
chr22	28207492	30205254	ENSG00000186998.15_4
chr9	126690498	128686346	ENSG00000187024.13_5
chr22	36066888	38064477	ENSG00000187045.16_19
chr22	38529714	40526328	ENSG00000187051.8_3
chr12	75037635	77036356	ENSG00000187109.13_4
chr3	27242093	29241346	ENSG00000187118.12_11
chr10	3963490	5962049	ENSG00000187134.13_5
chr1	43405602	45404607	ENSG00000187147.17_20
chr16	55682638	57682108	ENSG00000187193.8_1
chr9	75421668	77417384	ENSG00000187210.12_6
chr9	128888925	130887171	ENSG00000187239.16_13
chr7	150377471	152371697	ENSG00000187260.15_3
chr3	8867116	10866535	ENSG00000187288.10_9
chr15	40231410	42230360	ENSG00000187446.11_4
chr13	109149084	111148277	ENSG00000187498.14_46
chr1	33793654	35792821	ENSG00000187513.8_1
chr10	13838402	15837999	ENSG00000187522.14_7
chr17	80912058	82911899	ENSG00000187531.13_3
chr1	54490	1966152	ENSG00000187583.10_12
chr1	758351	2001028	ENSG00000187608.8_3
chr9	136322635	138217672	ENSG00000187609.15_5
chr2	85908031	87903558	ENSG00000187627.14_14
chr14	22970346	24969590	ENSG00000187630.15_8
chr17	15415854	17409494	ENSG00000187688.14_13
chr1	1019397	3018282	ENSG00000187730.8_9
chr16	88737574	90178093	ENSG00000187741.14_31
chr9	88318519	90317912	ENSG00000187742.14_11
chr9	88362413	90359341	ENSG00000187764.11_8
chr17	9703013	11698694	ENSG00000187824.8_7
chr17	6389981	8389233	ENSG00000187838.16_2
chr15	29659228	31658555	ENSG00000187951.10_3
chr8	119059848	121059693	ENSG00000187955.11_54
chr2	228357681	230357625	ENSG00000187957.7_11
chr19	37868170	39867457	ENSG00000187994.13_3
chr3	187947466	189946828	ENSG00000188001.9_25
chr12	122472295	124469430	ENSG00000188026.12_10
chr11	62760162	64759608	ENSG00000188070.9_5
chr1	146932636	148428588	ENSG00000188092.14_9
chr6	41101256	43100632	ENSG00000188112.8_3
chr22	49245655	50798635	ENSG00000188130.13_7
chr1	758351	2019112	ENSG00000188157.14_40
chr17	3584668	5583523	ENSG00000188176.11_4
chr2	111276856	113275573	ENSG00000188177.13_7
chr7	99149009	101148696	ENSG00000188186.10_2
chr10	44825899	46397398	ENSG00000188234.13_8
chr13	74525514	76525116	ENSG00000188243.12_7
chr1	18975458	20972870	ENSG00000188257.10_2
chr3	145515244	147514277	ENSG00000188313.12_4
chr13	44121458	46120399	ENSG00000188342.11_7
chr8	92703527	94695499	ENSG00000188343.12_11
chr9	19658381	21658034	ENSG00000188352.12_47
chr11	14112944	16111867	ENSG00000188487.11_10
chr17	17969275	19968609	ENSG00000188522.14_7
chr17	42176025	44169288	ENSG00000188554.13_10
chr16	27475248	29430182	ENSG00000188603.18_12
chr17	74165676	76165452	ENSG00000188612.11_1
chr1	152617648	154605915	ENSG00000188643.10_2
chr9	68709559	70701464	ENSG00000188647.12_2
chr22	43000088	44997902	ENSG00000188677.14_4
chr10	124788640	126784818	ENSG00000188690.12_13
chr7	22680134	24679987	ENSG00000188732.10_8
chr9	136423371	138217446	ENSG00000188747.8_5
chr15	66819906	68815658	ENSG00000188779.10_10
chr1	202476728	204471768	ENSG00000188783.5_1
chr19	56389924	58389380	ENSG00000188785.11_1
chr1	8589865	10588758	ENSG00000188807.12_4
chr5	12225	1795558	ENSG00000188818.12_16
chr6	115462555	117461193	ENSG00000188820.12_3
chr3	39457363	41456769	ENSG00000188846.13_5
chr17	74910186	76909513	ENSG00000188878.19_25
chr7	138453035	140451669	ENSG00000188883.4_3
chr17	39122522	41122053	ENSG00000188895.11_6
chr1	33782295	35780007	ENSG00000188910.7_1
chr9	92432947	94431172	ENSG00000188938.15_4
chr1	758351	1944074	ENSG00000188976.10_7
chr9	136255328	138217446	ENSG00000188986.6_10
chr12	108089997	110084594	ENSG00000189046.10_2
chr3	194568850	196568292	ENSG00000189058.8_2
chr16	10547849	12547692	ENSG00000189067.12_8
chr19	53041477	55040776	ENSG00000189068.9_4
chr7	74988062	76982664	ENSG00000189077.10_1
chr16	69523940	71522396	ENSG00000189091.12_14
chr10	79131874	81130424	ENSG00000189129.13_2
chr17	74135839	76134156	ENSG00000189159.15_4
chr12	51691082	53687081	ENSG00000189182.9_7
chr1	22956869	24956783	ENSG00000189266.11_2
chr22	41510321	43508178	ENSG00000189306.10_6
chr1	152615457	154613536	ENSG00000189334.8_3
chr1	814758	2650103	ENSG00000189339.11_3
chr2	189506996	191502941	ENSG00000189362.11_10
chr13	29457073	31455572	ENSG00000189403.14_3
chr12	100569173	102567672	ENSG00000196091.13_34
chr16	66175803	68174888	ENSG00000196123.12_6
chr6	31827773	33578721	ENSG00000196126.11_6
chr10	4035359	6033868	ENSG00000196139.13_6
chr8	143876547	145075236	ENSG00000196150.13_7
chr2	158235982	160234362	ENSG00000196151.10_10
chr1	152544046	154542717	ENSG00000196154.11_3
chr16	66278258	68276409	ENSG00000196155.12_18
chr1	35349522	37339195	ENSG00000196182.10_7
chr1	224846320	226844970	ENSG00000196187.11_16
chr19	37436018	39433489	ENSG00000196218.12_70
chr6	29720403	31719231	ENSG00000196230.12_3
chr19	38436676	40435591	ENSG00000196235.13_10
chr22	39860481	41856956	ENSG00000196236.12_4
chr7	63666397	65630268	ENSG00000196247.11_3
chr6	29931370	31930508	ENSG00000196260.4_4
chr7	43796765	45795346	ENSG00000196262.13_6
chr19	20401993	22396514	ENSG00000196268.11_5
chr16	27878540	29875894	ENSG00000196296.13_12
chr7	71879372	73874465	ENSG00000196313.11_16
chr7	149722544	151720484	ENSG00000196329.11_2
chr1	206347951	208320626	ENSG00000196352.14_10
chr14	98971910	100970519	ENSG00000196405.12_10
chr22	40621421	42619710	ENSG00000196419.12_9
chr20	80457	1270468	ENSG00000196476.11_3
chr14	23180583	25180216	ENSG00000196497.16_24
chr12	123325878	125324399	ENSG00000196498.13_30
chr16	27605966	29604141	ENSG00000196502.11_11
chr2	151651915	153651476	ENSG00000196504.15_9
chr12	109375703	111369695	ENSG00000196510.12_10
chr12	55712874	57711101	ENSG00000196531.10_5
chr17	28085798	30070758	ENSG00000196535.15_20
chr15	89904714	91902188	ENSG00000196547.14_13
chr3	154024207	156023845	ENSG00000196549.10_29
chr16	153255	2150881	ENSG00000196557.12_26
chr20	46657788	48655990	ENSG00000196562.14_20
chr6	127883573	129880650	ENSG00000196569.11_54
chr22	49275558	50798635	ENSG00000196576.14_2
chr6	74750038	76726993	ENSG00000196586.13_32
chr11	118018509	120018088	ENSG00000196655.11_3
chr7	21812997	23812148	ENSG00000196683.10_3
chr19	15134108	17134002	ENSG00000196684.12_8
chr17	2567582	4564949	ENSG00000196689.11_14
chr17	67248533	69246792	ENSG00000196704.11_1
chr6	31628361	33627822	ENSG00000196735.11_8
chr9	113155864	115155471	ENSG00000196739.14_46
chr5	150212771	152207363	ENSG00000196743.8_4
chr1	152561715	154559558	ENSG00000196754.10_5
chr19	10930376	12924192	ENSG00000196757.7_3
chr3	107043667	109042684	ENSG00000196776.14_10
chr6	33587571	35581893	ENSG00000196821.9_4
chr20	43619982	45619416	ENSG00000196839.12_9
chr2	95539707	97399357	ENSG00000196843.15_4
chr9	68339355	69231867	ENSG00000196873.15_9
chr11	119337218	121336733	ENSG00000196914.8_5
chr5	176484658	178483367	ENSG00000196923.13_6
chr19	48767378	50766500	ENSG00000196961.12_17
chr19	36107190	38104851	ENSG00000196967.10_4
chr2	68645939	70643654	ENSG00000196975.15_8
chr7	63794514	65793639	ENSG00000197008.9_5
chr5	150101126	152100519	ENSG00000197043.13_25
chr22	23952792	25951878	ENSG00000197077.13_8
chr6	158969194	160969037	ENSG00000197081.12_34
chr12	52452168	54451266	ENSG00000197111.15_1
chr14	99291898	101290944	ENSG00000197119.12_3
chr10	111375909	113373449	ENSG00000197142.10_20
chr7	150030443	152028169	ENSG00000197150.12_2
chr7	126652229	128647291	ENSG00000197157.10_28
chr16	27593778	29590804	ENSG00000197165.10_3
chr2	67041559	69040196	ENSG00000197223.11_3
chr5	178862162	180861466	ENSG00000197226.12_10
chr14	93377215	95374678	ENSG00000197249.13_3
chr16	227459	2225866	ENSG00000197253.13_4
chr19	10164508	12163706	ENSG00000197256.10_2
chr1	14617695	16532830	ENSG00000197312.11_6
chr10	28457378	30454744	ENSG00000197321.14_15
chr21	44074302	46073742	ENSG00000197381.15_8
chr10	48734725	50734496	ENSG00000197444.9_16
chr5	177205106	179204496	ENSG00000197451.11_6
chr10	68801974	70801854	ENSG00000197467.13_34
chr1	796338	2615154	ENSG00000197530.12_4
chr15	51307486	53306661	ENSG00000197535.14_40
chr5	131410831	133409541	ENSG00000197536.11_6
chr3	10272469	12271347	ENSG00000197548.12_4
chr7	148776385	150775569	ENSG00000197558.11_81
chr16	27622	1588988	ENSG00000197562.9_4
chr1	69357363	71352346	ENSG00000197568.13_2
chr20	24196178	26192739	ENSG00000197586.12_13
chr5	36106600	38106208	ENSG00000197603.13_45
chr12	7639472	9635976	ENSG00000197614.10_10
chr1	150051427	152050513	ENSG00000197622.12_5
chr18	62872890	64871231	ENSG00000197632.8_2
chr18	62587556	64586722	ENSG00000197641.11_10
chr11	11377593	13377061	ENSG00000197702.11_9
chr4	37873891	39862828	ENSG00000197712.11_3
chr2	209003167	211002547	ENSG00000197713.14_5
chr10	70817126	72816004	ENSG00000197746.13_8
chr2	215498268	217498107	ENSG00000197756.9_6
chr19	226776	1859391	ENSG00000197766.7_5
chr1	108062577	110062125	ENSG00000197780.9_2
chr1	758351	2511773	ENSG00000197785.13_9
chr9	96307653	98307051	ENSG00000197816.13_35
chr5	68492319	70157890	ENSG00000197822.10_2
chr8	143083095	145075236	ENSG00000197858.10_9
chr17	493768	2463291	ENSG00000197879.14_8
chr8	28067407	30066627	ENSG00000197892.12_36
chr10	112588799	114588037	ENSG00000197893.13_40
chr4	98071154	100070969	ENSG00000197894.10_12
chr16	88491756	90178093	ENSG00000197912.14_26
chr16	80739150	82738871	ENSG00000197943.9_5
chr18	75978917	77978556	ENSG00000197971.14_7
chr15	81433636	83429897	ENSG00000197978.9_6
chr12	92468304	94465233	ENSG00000198015.12_8
chr1	120088382	121736411	ENSG00000198019.12_4
chr20	44949003	46947586	ENSG00000198026.7_19
chr7	63872338	65866014	ENSG00000198039.11_12
chr20	894725	2893783	ENSG00000198053.11_5
chr16	29223265	31221168	ENSG00000198064.13_2
chr7	133530411	135527537	ENSG00000198074.9_7
chr22	30488844	32488394	ENSG00000198089.15_29
chr4	98123773	100123285	ENSG00000198099.8_3
chr9	109873706	111873107	ENSG00000198121.13_1
chr22	34607427	36605529	ENSG00000198125.12_8
chr2	189189894	191188980	ENSG00000198130.15_20
chr16	27342746	29341893	ENSG00000198156.10_2
chr1	65925426	67924147	ENSG00000198160.14_3
chr13	112584993	114343518	ENSG00000198176.12_14
chr4	86336648	88336266	ENSG00000198189.10_8
chr14	73908587	75902899	ENSG00000198208.11_5
chr20	62939856	64321603	ENSG00000198276.15_10
chr8	60501020	62500183	ENSG00000198363.17_6
chr2	64311630	66310227	ENSG00000198369.9_6
chr16	68762843	70761499	ENSG00000198373.12_5
chr2	68321028	70319491	ENSG00000198380.12_10
chr2	23202890	25198934	ENSG00000198399.14_44
chr16	55658718	57657353	ENSG00000198417.6_1
chr7	142854571	144850992	ENSG00000198420.9_9
chr12	103216289	105214824	ENSG00000198431.15_11
chr19	51298370	53297148	ENSG00000198464.13_3
chr9	34682039	36681380	ENSG00000198467.13_7
chr6	31517397	33516728	ENSG00000198502.5_4
chr14	49533867	51532240	ENSG00000198513.11_13
chr1	43675478	45673666	ENSG00000198520.10_16
chr2	26631197	28627678	ENSG00000198522.13_6
chr13	100453957	102451265	ENSG00000198542.13_2
chr7	98474519	100471465	ENSG00000198556.13_7
chr6	31162725	32295681	ENSG00000198563.13_9
chr3	130382605	132381612	ENSG00000198585.11_2
chr2	236086570	238085216	ENSG00000198612.10_2
chr5	150184010	152180974	ENSG00000198624.12_2
chr2	166956804	168953162	ENSG00000198648.10_14
chr14	89397412	91394456	ENSG00000198668.10_4
chr6	159531577	161531298	ENSG00000198670.11_39
chr10	86659884	88658308	ENSG00000198682.12_11
chr1	155290305	157290056	ENSG00000198715.11_2
chr10	101107660	103107449	ENSG00000198728.10_7
chr16	938222	2938112	ENSG00000198736.11_1
chr21	33075989	35072927	ENSG00000198743.6_1
chr1	166630105	168629978	ENSG00000198771.10_6
chr22	37219316	39219116	ENSG00000198792.12_4
chr1	10111260	12106112	ENSG00000198793.12_50
chr15	73958875	75953966	ENSG00000198794.11_10
chr6	165320001	167319103	ENSG00000198818.9_2
chr1	25473527	27472192	ENSG00000198830.10_3
chr3	192595246	194593103	ENSG00000198836.8_5
chr16	54803937	56802196	ENSG00000198848.12_7
chr9	34492215	36489906	ENSG00000198853.11_2
chr4	107650995	109650054	ENSG00000198856.12_5
chr19	95981	1892724	ENSG00000198858.9_8
chr1	183052366	185042394	ENSG00000198860.11_6
chr10	118207731	120207479	ENSG00000198873.11_11
chr1	200888681	202888450	ENSG00000198892.6_2
chr14	76098848	78097955	ENSG00000198894.7_6
chr15	89969550	91965970	ENSG00000198901.13_3
chr22	40833145	42832963	ENSG00000198911.11_19
chr16	87809699	89809302	ENSG00000198931.10_3
chr1	155249834	157248287	ENSG00000198952.8_16
chr10	67990840	69987717	ENSG00000198954.7_10
chr14	103689608	105613818	ENSG00000203485.12_22
chr1	206496625	208495946	ENSG00000203710.10_44
chr1	160541858	162541739	ENSG00000203747.10_7
chr10	124896828	126896473	ENSG00000203780.10_5
chr10	123750126	125747842	ENSG00000203791.14_6
chr1	36861624	38860311	ENSG00000204084.12_22
chr10	48983044	50981861	ENSG00000204149.10_4
chr6	32318673	34317832	ENSG00000204209.11_7
chr1	22381072	24380806	ENSG00000204219.9_5
chr6	32289422	34287854	ENSG00000204220.11_3
chr6	32209005	34207131	ENSG00000204227.4_4
chr6	32205216	34204337	ENSG00000204228.3_5
chr6	32193589	34193522	ENSG00000204231.10_10
chr6	32010969	34003747	ENSG00000204252.13_3
chr6	31968891	33967443	ENSG00000204256.12_10
chr6	31948623	33948558	ENSG00000204257.14_3
chr6	31842089	33840218	ENSG00000204264.8_1
chr6	31826815	33821804	ENSG00000204267.13_3
chr6	31439866	33436287	ENSG00000204287.13_5
chr9	97944973	99942978	ENSG00000204291.10_25
chr6	31443171	32763662	ENSG00000204301.6_24
chr6	31184785	33184654	ENSG00000204304.11_2
chr6	31168320	33167615	ENSG00000204310.12_4
chr17	74898746	76898486	ENSG00000204316.12_10
chr6	30971106	32970422	ENSG00000204344.14_8
chr11	111087085	113085819	ENSG00000204370.9_6
chr6	31162725	32763662	ENSG00000204371.11_5
chr11	110540295	112537231	ENSG00000204381.11_5
chr6	30834688	32834426	ENSG00000204387.12_1
chr6	30797565	32797353	ENSG00000204392.10_5
chr6	30777856	32777266	ENSG00000204394.12_8
chr11	104042240	106040872	ENSG00000204397.7_3
chr6	31162725	32295681	ENSG00000204427.11_11
chr6	30661375	32660959	ENSG00000204438.10_3
chr6	30639050	32638048	ENSG00000204463.12_2
chr6	30622345	32620686	ENSG00000204469.12_11
chr6	30593019	32584639	ENSG00000204475.9_4
chr6	30598076	32586024	ENSG00000204482.10_5
chr6	30496178	32485414	ENSG00000204516.9_7
chr6	30399817	32399738	ENSG00000204520.12_6
chr6	30346789	31827773	ENSG00000204525.16_4
chr6	30142560	32142202	ENSG00000204536.13_10
chr6	29654418	31652743	ENSG00000204560.9_5
chr6	29647104	31646325	ENSG00000204564.11_4
chr6	29617907	31617442	ENSG00000204568.11_6
chr6	29602178	31599063	ENSG00000204569.9_8
chr19	53216295	55215901	ENSG00000204577.11_7
chr6	29881799	31876147	ENSG00000204580.13_29
chr6	29541819	31541266	ENSG00000204590.12_7
chr6	30346789	31443171	ENSG00000204592.8_2
chr6	29440493	31162725	ENSG00000204599.14_8
chr19	51838218	53837846	ENSG00000204604.9_3
chr6	29071453	31070017	ENSG00000204618.8_2
chr6	29067056	31066487	ENSG00000204619.7_2
chr5	180238201	181287438	ENSG00000204628.11_11
chr6	28827095	30826867	ENSG00000204632.11_2
chr2	100007696	102007423	ENSG00000204634.12_17
chr6	29440493	30346789	ENSG00000204642.13_4
chr19	49511720	51511536	ENSG00000204653.9_7
chr5	177007439	179005433	ENSG00000204677.10_21
chr6	28557488	30547266	ENSG00000204681.10_18
chr7	148262798	150261165	ENSG00000204946.9_5
chr7	141750788	143747845	ENSG00000204983.13_5
chr16	88818401	90104087	ENSG00000204991.10_6
chr8	108362665	110361546	ENSG00000205038.11_79
chr7	133289562	135289096	ENSG00000205060.10_10
chr19	37772176	39770953	ENSG00000205076.4_2
chr8	91883794	93883418	ENSG00000205133.11_8
chr2	35697501	37696373	ENSG00000205221.12_10
chr17	16304141	18301335	ENSG00000205309.13_2
chr16	56610738	58610155	ENSG00000205336.11_14
chr12	52441616	54440784	ENSG00000205352.10_5
chr16	55669972	57669440	ENSG00000205358.3_1
chr16	55634010	57631973	ENSG00000205364.3_2
chr4	108741165	110739948	ENSG00000205403.12_14
chr12	51487941	53486869	ENSG00000205420.10_1
chr19	10385945	12384208	ENSG00000205517.12_23
chr11	2041821	3944198	ENSG00000205531.12_3
chr17	6403722	8402323	ENSG00000205544.3_2
chr22	49568957	50798635	ENSG00000205560.12_11
chr5	69049821	71044045	ENSG00000205571.13_12
chr5	69025265	71012424	ENSG00000205572.9_1
chr21	38343205	40341535	ENSG00000205581.10_8
chr16	24112239	26111191	ENSG00000205629.11_2
chr14	73085075	75083881	ENSG00000205659.10_5
chr21	33376051	35374336	ENSG00000205670.10_4
chr12	24195383	26194584	ENSG00000205707.10_3
chr21	32642458	34642280	ENSG00000205726.14_32
chr19	5467756	7465179	ENSG00000205744.9_13
chr21	32589977	34589279	ENSG00000205758.11_20
chr11	666551	2664717	ENSG00000205866.3_1
chr7	5637711	7636712	ENSG00000205903.6_9
chr16	1256376	3252313	ENSG00000205937.11_5
chr4	7483117	9482111	ENSG00000205959.3_5
chr8	5977853	7914474	ENSG00000206047.2_1
chr16	678514	2677820	ENSG00000206053.12_5
chr5	12225	1710185	ENSG00000206077.10_7
chr22	20467718	22466293	ENSG00000206140.10_5
chr22	20303426	22300833	ENSG00000206142.9_8
chr16	27622	1176198	ENSG00000206172.8_1
chr6	29440493	30346789	ENSG00000206503.12_6
chr3	112287325	114286034	ENSG00000206530.10_37
chr3	14667411	16667208	ENSG00000206560.11_2
chr5	150021155	152019985	ENSG00000211445.11_2
chr12	26244479	28242918	ENSG00000211455.7_4
chr12	46754267	48753164	ENSG00000211584.13_8
chr12	120795432	122795017	ENSG00000212694.8_4
chr17	20428391	22427770	ENSG00000212719.10_1
chr7	150053723	152042180	ENSG00000213199.7_6
chr17	57346244	59344305	ENSG00000213246.6_2
chr19	9702404	11701194	ENSG00000213339.8_6
chr1	108668173	110667697	ENSG00000213366.12_2
chr16	66943191	68939604	ENSG00000213398.7_7
chr14	69367013	71366138	ENSG00000213463.4_4
chr11	64014208	66013988	ENSG00000213465.7_4
chr1	87979530	89978285	ENSG00000213516.9_2
chr5	139537731	141536136	ENSG00000213523.10_3
chr3	51836767	53832514	ENSG00000213533.11_6
chr5	132986581	134969507	ENSG00000213585.10_3
chr11	56712706	58712435	ENSG00000213593.9_1
chr15	71342587	73340528	ENSG00000213614.9_11
chr1	64420927	66419823	ENSG00000213625.8_4
chr2	29231506	31231091	ENSG00000213626.11_1
chr16	28462144	30459788	ENSG00000213648.10_7
chr6	31190856	33190412	ENSG00000213654.9_5
chr16	27984914	29984559	ENSG00000213658.11_8
chr6	31115330	33115107	ENSG00000213676.10_12
chr2	25765747	27764179	ENSG00000213699.8_5
chr6	30728309	32726961	ENSG00000213722.8_5
chr14	48571327	50570232	ENSG00000213741.9_5
chr19	56615103	58600158	ENSG00000213762.11_3
chr6	29908753	31907935	ENSG00000213780.10_11
chr12	9373246	11370631	ENSG00000213809.8_2
chr16	9529690	11528333	ENSG00000213853.9_6
chr22	37292063	39289827	ENSG00000213923.11_13
chr9	33639608	35637419	ENSG00000213930.11_7
chr11	4248096	6247316	ENSG00000213934.6_3
chr17	2663081	4662720	ENSG00000213977.7_4
chr14	22559934	24558954	ENSG00000213983.11_9
chr19	18146940	20145471	ENSG00000213999.15_2
chr15	41275171	43271039	ENSG00000214013.9_7
chr3	8808549	10807659	ENSG00000214021.15_10
chr7	149368353	151367786	ENSG00000214022.11_3
chr11	947585	2946671	ENSG00000214026.10_8
chr19	15630819	17630613	ENSG00000214046.8_6
chr11	179626	1840682	ENSG00000214063.10_6
chr20	34626737	36623559	ENSG00000214078.12_5
chr17	80681175	82680786	ENSG00000214087.8_4
chr17	75527918	77527554	ENSG00000214140.10_7
chr19	9839451	11835765	ENSG00000214212.8_6
chr7	100240485	102239223	ENSG00000214253.8_4
chr10	132454342	133622519	ENSG00000214279.13_10
chr7	76658955	78657453	ENSG00000214293.8_2
chr10	109902385	111898159	ENSG00000214413.7_3
chr11	71756187	73753528	ENSG00000214530.8_12
chr10	72787275	74784419	ENSG00000214655.10_15
chr16	17318577	19317845	ENSG00000214940.8_3
chr17	14978476	16976109	ENSG00000214941.7_6
chr5	72628282	74624152	ENSG00000214944.9_40
chr22	18863581	20845607	ENSG00000215012.8_1
chr12	5967615	7964496	ENSG00000215021.8_7
chr22	17078278	19077596	ENSG00000215193.12_3
chr20	2146963	4146356	ENSG00000215251.3_1
chr15	33525989	35524503	ENSG00000215252.11_7
chr20	1841271	3836399	ENSG00000215305.9_3
chr4	19703	1673550	ENSG00000215375.6_5
chr20	57689181	59688163	ENSG00000215440.11_9
chr1	817186	2441650	ENSG00000215915.9_10
chr16	65552701	67551842	ENSG00000217555.12_4
chr16	3332786	5328428	ENSG00000217930.7_6
chr1	21024948	23022635	ENSG00000218510.6_4
chr22	47490914	49489202	ENSG00000219438.8_4
chr1	15563246	17562306	ENSG00000219481.10_26
chr2	23077160	25071475	ENSG00000219626.8_17
chr18	62949544	64949218	ENSG00000221887.5_2
