Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000168477.19	ENSP00000496448.1	P22105
ENSG00000168488.19	ENSP00000338718.4	Q8WWM7
ENSG00000168509.20	ENSP00000337014.5	Q6ZVN8
ENSG00000168646.14	ENSP00000302625.5	
ENSG00000168743.13	ENSP00000369323.2	Q6UXI9
ENSG00000168778.13	ENSP00000304941.5	Q96GX1
ENSG00000168781.23	ENSP00000400887.2	Q6PFW1
ENSG00000168785.8	ENSP00000307701.3	P62079
ENSG00000168818.10	ENSP00000305810.2	Q9P2W9
ENSG00000168884.15	ENSP00000321203.7	Q8NFZ5
ENSG00000168890.14	ENSP00000334708.5	Q86TG1
ENSG00000168894.10	ENSP00000306906.4	Q9P0P0
ENSG00000168904.15	ENSP00000304923.3	Q86X40
ENSG00000168936.11	ENSP00000372394.3	A0AVI4
ENSG00000169016.17	ENSP00000370936.3	O75461
ENSG00000169026.13	ENSP00000320234.4	Q6UXD7
ENSG00000169032.11	ENSP00000302486.5	Q02750
ENSG00000169062.15	ENSP00000364448.3	Q9H1J1
ENSG00000169129.16	ENSP00000303042.4	Q8N4X5
ENSG00000169220.18	ENSP00000386229.3	O43566
ENSG00000183793.14	ENSP00000433597.1	E9PKD4
ENSG00000169251.13	ENSP00000307525.2	Q96D46
ENSG00000169299.14	ENSP00000371393.4	Q96G03
ENSG00000169398.20	ENSP00000512868.1	Q05397
ENSG00000169418.10	ENSP00000357669.3	P16066
ENSG00000169599.13	ENSP00000387219.3	Q9UMS0
ENSG00000214787.11	ENSP00000499123.1	Q96PG1
ENSG00000169689.15	ENSP00000376168.3	A8MT69
ENSG00000169692.13	ENSP00000360761.2	O15120
ENSG00000169718.18	ENSP00000303515.5	Q6P1R4
ENSG00000169727.13	ENSP00000462265.1	Q13098
ENSG00000169738.8	ENSP00000303356.2	Q7Z4W1
ENSG00000169902.15	ENSP00000302413.5	O60507
ENSG00000169919.17	ENSP00000302728.4	P08236
ENSG00000169992.10	ENSP00000305288.2	Q8NFZ4
ENSG00000170043.12	ENSP00000302783.4	Q9Y5R8
ENSG00000170175.11	ENSP00000304290.2	P11230
ENSG00000125482.13	ENSP00000333920.2	Q15361
ENSG00000170275.15	ENSP00000323696.5	O75718
ENSG00000170291.16	ENSP00000379869.3	Q8TE02
ENSG00000170421.13	ENSP00000509398.1	P05787
ENSG00000170423.13	ENSP00000306261.4	Q8N1N4
ENSG00000170445.16	ENSP00000425634.1	P12081
ENSG00000170477.13	ENSP00000448220.1	P19013
ENSG00000170485.17	ENSP00000338283.5	Q99743
ENSG00000170486.11	ENSP00000293745.2	Q14CN4
ENSG00000170606.16	ENSP00000302961.2	P34932
ENSG00000170889.14	ENSP00000302896.4	P46781
ENSG00000170899.11	ENSP00000360002.4	O15217
ENSG00000171103.11	ENSP00000302801.5	Q9BVS5
ENSG00000171130.19	ENSP00000396148.2	Q8NHE4
ENSG00000171148.14	ENSP00000307684.2	O75528
ENSG00000171208.10	ENSP00000455169.1	Q8NC67
ENSG00000171219.9	ENSP00000345133.5	Q6DT37
ENSG00000171453.20	ENSP00000496044.1	O15160
ENSG00000171503.13	ENSP00000426638.1	Q16134
ENSG00000171603.18	ENSP00000366513.4	O94985
ENSG00000171608.17	ENSP00000366563.4	O00329
ENSG00000171612.7	ENSP00000306328.5	Q9BSK2
ENSG00000171703.17	ENSP00000343515.5	Q15560
ENSG00000171720.10	ENSP00000302967.3	O15379
ENSG00000171723.16	ENSP00000417901.1	Q9NQX3
ENSG00000171735.19	ENSP00000306522.6	Q9Y6Y1
ENSG00000171759.10	ENSP00000448059.1	P00439
ENSG00000171772.17	ENSP00000341282.5	Q8N0S2
ENSG00000171793.17	ENSP00000497602.1	P17812
ENSG00000171824.14	ENSP00000366135.4	Q01780
ENSG00000171853.16	ENSP00000324318.5	Q8WVT3
ENSG00000171862.12	ENSP00000361021.3	P60484
ENSG00000171903.17	ENSP00000384588.2	Q9HBI6
ENSG00000171928.14	ENSP00000305654.8	Q9NYZ1
ENSG00000171940.14	ENSP00000360526.2	O75362
ENSG00000171943.12	ENSP00000478290.1	P0DJJ0
ENSG00000172053.18	ENSP00000307567.6	P47897
ENSG00000172058.16	ENSP00000321791.8	O75920
ENSG00000172137.19	ENSP00000307508.4	P22676
ENSG00000172236.18	ENSP00000343577.3	Q15661
ENSG00000172239.14	ENSP00000302768.3	Q9H074
ENSG00000172269.20	ENSP00000346142.4	Q9H3H5
ENSG00000172340.15	ENSP00000307432.5	Q96I99
ENSG00000172456.18	ENSP00000305922.8	Q96C11
ENSG00000172500.13	ENSP00000350124.5	O43427
ENSG00000172594.13	ENSP00000357425.4	Q92484
ENSG00000172638.13	ENSP00000309953.6	O95967
ENSG00000172661.20	ENSP00000485513.1	Q9Y4E1
ENSG00000172716.17	ENSP00000510787.1	Q7Z7L1
ENSG00000172731.15	ENSP00000413745.2	Q8TCA0
ENSG00000172732.12	ENSP00000307853.4	Q96NY9
ENSG00000172771.12	ENSP00000420854.1	Q6NXP0
ENSG00000172785.19	ENSP00000348915.4	Q9BRT8
ENSG00000172867.4	ENSP00000310861.3	P35908
ENSG00000172889.16	ENSP00000307843.7	Q9UHF1
ENSG00000172915.20	ENSP00000369271.2	Q8NFP9
ENSG00000173020.11	ENSP00000312262.5	P25098
ENSG00000173039.20	ENSP00000384273.3	Q04206
ENSG00000173153.17	ENSP00000000442.6	P11474
ENSG00000173200.13	ENSP00000417214.2	Q460N3
ENSG00000100591.8	ENSP00000216479.3	O95433
ENSG00000173226.17	ENSP00000311505.6	Q15051
ENSG00000173264.15	ENSP00000415698.2	Q96N19
ENSG00000173272.16	ENSP00000311500.6	Q6P582
ENSG00000173409.14	ENSP00000312458.2	Q9H2C2
ENSG00000173442.13	ENSP00000312671.4	Q8N3D4
ENSG00000286264.2	ENSP00000498339.1	A0A494C030
ENSG00000173511.10	ENSP00000311127.2	P49765
ENSG00000173531.16	ENSP00000414287.2	
ENSG00000173535.15	ENSP00000349324.4	O14798
ENSG00000173653.8	ENSP00000309163.3	Q9Y256
ENSG00000173692.14	ENSP00000309474.6	Q99460
ENSG00000173786.17	ENSP00000377470.2	P09543
ENSG00000173812.11	ENSP00000419449.1	P41567
ENSG00000173818.17	ENSP00000429190.1	Q8N8Q3
ENSG00000173821.20	ENSP00000464087.1	
ENSG00000173846.13	ENSP00000361275.4	Q9H4B4
ENSG00000173905.9	ENSP00000417354.1	O00461
ENSG00000173918.15	ENSP00000463922.1	Q9BXJ1
ENSG00000173947.14	ENSP00000358753.4	Q8TCI5
ENSG00000174021.12	ENSP00000359679.4	P63218
ENSG00000174099.12	ENSP00000312274.6	Q8IXL7
ENSG00000174123.11	ENSP00000308925.4	Q9BXR5
ENSG00000174165.8	ENSP00000309429.3	Q6UX98
ENSG00000174175.17	ENSP00000263686.5	
ENSG00000174177.13	ENSP00000388320.2	Q2VPK5
ENSG00000174227.16	ENSP00000415203.2	Q5H8A4
ENSG00000174282.12	ENSP00000369973.4	Q9P1Z0
ENSG00000174428.19	ENSP00000480524.1	Q6EKJ0
ENSG00000174446.13	ENSP00000319597.5	O75971
ENSG00000174483.20	ENSP00000317469.7	Q8NFJ9
ENSG00000196912.13	ENSP00000477778.1	Q8N2N9
ENSG00000174514.13	ENSP00000356115.4	Q8N468
ENSG00000174640.15	ENSP00000311291.4	Q92959
ENSG00000174669.12	ENSP00000350024.2	Q14542
ENSG00000174780.17	ENSP00000495128.1	O76094
ENSG00000174851.16	ENSP00000366098.4	O95070
ENSG00000174871.11	ENSP00000310003.6	Q6PI25
ENSG00000174943.11	ENSP00000455785.1	Q8WZ19
ENSG00000174990.8	ENSP00000498065.2	P35218
ENSG00000175003.15	ENSP00000355930.4	O15245
ENSG00000175084.13	ENSP00000363071.3	P17661
ENSG00000175193.14	ENSP00000325421.5	Q9H300
ENSG00000175198.17	ENSP00000365462.1	P05165
ENSG00000175224.17	ENSP00000507809.1	O75143
ENSG00000175287.19	ENSP00000361673.3	Q5SRE7
ENSG00000175324.10	ENSP00000310596.4	O15116
ENSG00000175445.17	ENSP00000497642.1	P06858
ENSG00000175455.16	ENSP00000386866.4	
ENSG00000175471.20	ENSP00000424126.1	Q6DN14
ENSG00000175564.13	ENSP00000323740.4	P55916
ENSG00000175567.11	ENSP00000499695.1	P55851
ENSG00000154917.11	ENSP00000285208.4	Q9NRW1
ENSG00000175592.9	ENSP00000310170.2	P15407
ENSG00000175727.14	ENSP00000312834.6	Q9HAP2
ENSG00000175826.12	ENSP00000460683.1	O95476
ENSG00000175931.13	ENSP00000323687.6	Q9C0C9
ENSG00000175938.7	ENSP00000322249.4	Q9BRQ5
ENSG00000010810.17	ENSP00000346671.3	P06241
ENSG00000176171.12	ENSP00000357625.6	
ENSG00000176208.9	ENSP00000313171.4	Q96QE3
ENSG00000176261.16	ENSP00000417677.2	Q8IWT0
ENSG00000176386.9	ENSP00000363322.3	Q8NHZ8
ENSG00000176390.12	ENSP00000318804.6	Q8IUI8
ENSG00000176393.11	ENSP00000295640.4	Q9H4A4
ENSG00000176428.6	ENSP00000320416.4	Q86XT2
ENSG00000176531.11	ENSP00000292140.5	Q6NSJ2
ENSG00000176809.11	ENSP00000464535.1	O60309
ENSG00000176720.6	ENSP00000314132.3	Q9UMX3
ENSG00000176894.10	ENSP00000321271.3	Q9NR77
ENSG00000176915.15	ENSP00000350686.5	Q86XL3
ENSG00000176919.13	ENSP00000360697.3	P07360
ENSG00000176945.18	ENSP00000414350.2	Q8N307
ENSG00000176953.13	ENSP00000324792.4	Q8NCF5
ENSG00000176974.21	ENSP00000318868.3	P34896
ENSG00000176978.14	ENSP00000360635.2	Q9UHL4
ENSG00000176986.16	ENSP00000321845.6	P53992
ENSG00000177058.12	ENSP00000380074.2	Q8NBW4
ENSG00000177082.13	ENSP00000387982.3	Q6P4I2
ENSG00000177106.17	ENSP00000320828.8	Q9H6S3
ENSG00000177225.17	ENSP00000321691.8	Q8NB37
ENSG00000177628.16	ENSP00000357357.3	P04062
ENSG00000177663.15	ENSP00000320936.6	Q96F46
ENSG00000177666.17	ENSP00000337701.4	Q96AD5
ENSG00000177879.17	ENSP00000325369.7	Q92572
ENSG00000177943.14	ENSP00000319388.2	Q6UXC1
ENSG00000177990.12	ENSP00000315988.4	Q6NUT2
ENSG00000178038.17	ENSP00000313670.4	Q60I27
ENSG00000178078.12	ENSP00000471052.1	Q9UGK3
ENSG00000261247.2	ENSP00000455826.1	H3BQL2
ENSG00000178188.15	ENSP00000507475.1	Q9NRF2
ENSG00000178202.13	ENSP00000315386.5	Q7Z4H8
ENSG00000178209.17	ENSP00000348702.3	Q15149
ENSG00000178445.10	ENSP00000370737.4	P23378
ENSG00000178537.10	ENSP00000326305.4	O43772
ENSG00000178585.15	ENSP00000366474.1	Q9NSA3
ENSG00000178691.11	ENSP00000316578.5	Q15022
ENSG00000178802.18	ENSP00000318318.6	P34949
ENSG00000178852.16	ENSP00000332111.2	Q8IY85
ENSG00000178927.18	ENSP00000307765.5	Q9BQA9
ENSG00000205076.5	ENSP00000367891.3	P47929
ENSG00000178950.18	ENSP00000314499.4	O14976
ENSG00000178952.11	ENSP00000322439.3	
ENSG00000178971.16	ENSP00000498499.1	Q2NKJ3
ENSG00000179051.14	ENSP00000364585.4	Q9P258
ENSG00000179218.15	ENSP00000320866.4	P27797
ENSG00000179262.10	ENSP00000467024.1	P54725
ENSG00000179335.20	ENSP00000378505.4	
ENSG00000179526.17	ENSP00000381698.2	Q9H0F6
ENSG00000179593.16	ENSP00000369530.4	O15296
ENSG00000179889.20	ENSP00000379691.4	Q6P996
ENSG00000249931.5	ENSP00000426691.2	
ENSG00000179950.14	ENSP00000434359.1	Q9UHX1
ENSG00000179954.16	ENSP00000374274.4	A1L4H1
ENSG00000180104.16	ENSP00000425587.1	O60645
ENSG00000180210.15	ENSP00000308541.5	P00734
ENSG00000180354.16	ENSP00000324204.8	Q8N3F0
ENSG00000180694.14	ENSP00000414786.2	Q6YI46
ENSG00000180900.20	ENSP00000349486.2	
ENSG00000180901.11	ENSP00000312814.6	Q14681
ENSG00000181019.13	ENSP00000319788.5	P15559
ENSG00000181061.14	ENSP00000319393.7	Q9Y241
ENSG00000181404.18	ENSP00000512441.1	A8K0Z3
ENSG00000132207.18	ENSP00000251303.7	Q9BQ83
ENSG00000181790.12	ENSP00000430945.1	O14514
ENSG00000182054.10	ENSP00000331897.4	P48735
ENSG00000182149.21	ENSP00000368076.6	
ENSG00000182175.15	ENSP00000330005.7	
ENSG00000182180.14	ENSP00000362036.3	Q9Y3D3
ENSG00000182240.16	ENSP00000332979.6	Q9Y5Z0
ENSG00000182326.16	ENSP00000354057.5	P09871
ENSG00000182362.14	ENSP00000380813.4	P58557
ENSG00000182400.15	ENSP00000330289.5	Q86SZ2
ENSG00000182473.22	ENSP00000468404.1	Q9UPT5
ENSG00000182481.10	ENSP00000332455.3	P52292
ENSG00000182534.14	ENSP00000391466.1	P84157
ENSG00000182552.15	ENSP00000388920.2	Q6NW29
ENSG00000182606.17	ENSP00000328998.5	Q9UPV9
ENSG00000182628.13	ENSP00000333433.7	Q8WVK7
ENSG00000182670.14	ENSP00000403943.2	P53804
ENSG00000182718.18	ENSP00000387545.3	P07355
ENSG00000182853.12	ENSP00000328397.5	Q7Z5L0
ENSG00000182871.16	ENSP00000498485.1	P39060
ENSG00000182885.17	ENSP00000332900.4	Q86Y34
ENSG00000182923.20	ENSP00000502085.1	Q96MT8
ENSG00000182944.18	ENSP00000381031.2	Q01844
ENSG00000182983.15	ENSP00000405047.2	Q6ZS27
ENSG00000183011.14	ENSP00000460172.2	Q9BRA0
ENSG00000183018.9	ENSP00000333292.3	Q8IVW8
ENSG00000183077.16	ENSP00000386890.4	Q63HM1
ENSG00000183087.15	ENSP00000331831.6	Q14393
ENSG00000183092.18	ENSP00000451125.2	Q9BUH8
ENSG00000183111.12	ENSP00000328083.6	A1IGU5
ENSG00000183255.12	ENSP00000328325.3	P53801
ENSG00000183283.16	ENSP00000394699.2	Q15038
ENSG00000183287.15	ENSP00000404464.2	Q6UXH8
ENSG00000183291.18	ENSP00000328729.6	
ENSG00000183336.9	ENSP00000331127.4	Q9H3K6
ENSG00000183347.15	ENSP00000359485.5	Q6ZN66
ENSG00000183386.10	ENSP00000362107.3	Q13643
ENSG00000183486.14	ENSP00000333657.3	P20592
ENSG00000183527.12	ENSP00000329915.3	O95456
ENSG00000183597.16	ENSP00000332721.4	Q6ICL3
ENSG00000183624.14	ENSP00000372955.3	Q96FZ2
ENSG00000183696.14	ENSP00000378931.4	Q16831
ENSG00000183747.12	ENSP00000459451.1	Q08AH3
ENSG00000183760.11	ENSP00000327557.4	Q6ZNF0
ENSG00000183807.8	ENSP00000357545.4	Q5T6X4
ENSG00000184056.15	ENSP00000327650.4	Q9H267
ENSG00000184144.12	ENSP00000330633.4	Q02246
ENSG00000184162.15	ENSP00000332823.6	Q86WQ0
ENSG00000184182.19	ENSP00000272930.4	Q969M7
ENSG00000184206.13	ENSP00000421586.2	A6NEF3
ENSG00000184271.18	ENSP00000330190.11	
ENSG00000184277.13	ENSP00000330433.3	Q9BRN9
ENSG00000184313.20	ENSP00000396622.2	Q68CQ1
ENSG00000184363.10	ENSP00000331678.2	Q9Y446
ENSG00000184436.12	ENSP00000215742.4	Q9BT49
ENSG00000184489.13	ENSP00000428976.1	O75365
ENSG00000184575.12	ENSP00000327821.5	O43592
ENSG00000184584.13	ENSP00000331288.4	Q86WV6
ENSG00000184752.14	ENSP00000330737.2	Q9UI09
ENSG00000184903.10	ENSP00000384966.2	Q96T52
ENSG00000184908.20	ENSP00000364831.5	P51801
ENSG00000184967.7	ENSP00000328854.1	Q9BVI4
ENSG00000184990.13	ENSP00000329213.6	O15304
ENSG00000185043.13	ENSP00000333873.6	Q99828
ENSG00000185090.15	ENSP00000362136.6	Q5VSG8
ENSG00000185101.13	ENSP00000332788.6	A1A5B4
ENSG00000185122.11	ENSP00000431512.1	Q00613
ENSG00000185133.14	ENSP00000333262.5	Q15735
ENSG00000185163.10	ENSP00000380495.3	Q8N8A6
ENSG00000103512.16	ENSP00000287667.7	Q15155
ENSG00000185344.15	ENSP00000332247.2	Q9Y487
ENSG00000185359.14	ENSP00000331201.4	O14964
ENSG00000185379.21	ENSP00000338790.6	O75771
ENSG00000185386.15	ENSP00000333685.6	Q15759
ENSG00000185437.15	ENSP00000332513.5	
ENSG00000146112.12	ENSP00000274853.3	Q6NYC8
ENSG00000185507.21	ENSP00000434009.2	Q92985
ENSG00000185615.16	ENSP00000219406.7	Q13087
ENSG00000185624.16	ENSP00000327801.4	P07237
ENSG00000185627.19	ENSP00000436186.1	Q9UNM6
ENSG00000185787.15	ENSP00000408880.2	Q9UBU8
ENSG00000185829.18	ENSP00000337478.6	Q8IVW1
ENSG00000234719.9	ENSP00000382101.4	A6NJ64
ENSG00000185880.13	ENSP00000332284.3	Q86WT6
ENSG00000185885.17	ENSP00000386187.3	P13164
ENSG00000185896.11	ENSP00000333298.4	P11279
ENSG00000185909.15	ENSP00000327468.2	Q8IXV7
ENSG00000185920.18	ENSP00000389744.2	Q13635
ENSG00000185988.15	ENSP00000468376.1	Q496M5
ENSG00000186074.19	ENSP00000327075.6	Q8TDQ1
ENSG00000186081.12	ENSP00000252242.4	P13647
ENSG00000186088.16	ENSP00000257626.7	A4D1B5
ENSG00000186111.11	ENSP00000335333.3	O60331
ENSG00000186132.15	ENSP00000335041.7	Q3KRA6
ENSG00000186265.10	ENSP00000333919.5	Q7Z6A9
ENSG00000186283.14	ENSP00000356599.3	Q9H497
ENSG00000178115.12	ENSP00000457904.1	H3BV12
ENSG00000186439.14	ENSP00000333984.5	Q13061
ENSG00000186510.12	ENSP00000332771.4	P51800
ENSG00000186517.14	ENSP00000356992.3	Q7Z6I6
ENSG00000186522.15	ENSP00000380824.2	Q9P0V9
ENSG00000186567.14	ENSP00000351627.4	Q7Z692
ENSG00000186716.21	ENSP00000303507.8	P11274
ENSG00000186832.9	ENSP00000301653.3	P08779
ENSG00000186910.4	ENSP00000335024.3	Q86U17
ENSG00000186998.16	ENSP00000335481.6	
ENSG00000187024.15	ENSP00000439469.1	Q86Y79
ENSG00000187134.14	ENSP00000370254.4	Q04828
ENSG00000187239.17	ENSP00000413625.1	Q96RU3
ENSG00000187446.12	ENSP00000335632.5	Q99653
ENSG00000187498.16	ENSP00000364979.4	P02462
ENSG00000187531.14	ENSP00000329466.6	Q9NRC8
ENSG00000187583.11	ENSP00000368720.3	Q494U1
ENSG00000185304.16	ENSP00000381214.3	P0DJD1
ENSG00000187688.15	ENSP00000342222.7	Q9Y5S1
ENSG00000187730.9	ENSP00000367848.4	O14764
ENSG00000187742.15	ENSP00000364965.3	Q96T21
ENSG00000187824.9	ENSP00000339830.4	Q6QAJ8
ENSG00000187838.17	ENSP00000483743.2	Q9NRY6
ENSG00000187957.8	ENSP00000345229.4	Q8NFT8
ENSG00000187994.14	ENSP00000467107.1	Q6ZS11
ENSG00000188157.15	ENSP00000368678.2	
ENSG00000188176.12	ENSP00000373964.4	Q2TAL5
ENSG00000188177.14	ENSP00000386764.1	P61129
ENSG00000188234.15	ENSP00000483751.2	Q96P64
ENSG00000188487.12	ENSP00000368874.3	Q1MX18
ENSG00000188554.15	ENSP00000466667.1	Q14596
ENSG00000188603.22	ENSP00000490105.1	Q13286
ENSG00000188690.15	ENSP00000357787.4	P10746
ENSG00000188732.11	ENSP00000342576.4	A4D161
ENSG00000188747.9	ENSP00000507846.1	Q86UR1
ENSG00000188779.12	ENSP00000369374.2	P84550
ENSG00000188807.13	ENSP00000344503.6	Q5SNT2
ENSG00000188846.14	ENSP00000379506.2	P50914
ENSG00000188878.20	ENSP00000490726.1	Q8TES7
ENSG00000188883.5	ENSP00000339356.4	A4D1S0
ENSG00000188895.12	ENSP00000381543.3	Q68DK7
ENSG00000165923.17	ENSP00000435582.1	Q5U5Z8
ENSG00000188986.9	ENSP00000339495.6	
ENSG00000189046.11	ENSP00000398181.1	Q6NS38
ENSG00000189159.16	ENSP00000387059.3	Q9UK76
ENSG00000189182.10	ENSP00000342710.3	Q7Z794
ENSG00000189306.11	ENSP00000321449.6	Q9Y3A4
ENSG00000189339.12	ENSP00000481694.1	P0CK96
ENSG00000189362.12	ENSP00000386292.3	A6NFY4
ENSG00000196091.15	ENSP00000354849.2	Q00872
ENSG00000196139.14	ENSP00000369927.3	P42330
ENSG00000196150.14	ENSP00000393442.2	P15622
ENSG00000196151.11	ENSP00000352820.4	
ENSG00000196155.13	ENSP00000368649.3	Q58EX7
ENSG00000196182.11	ENSP00000362224.4	Q8N2I9
ENSG00000196187.12	ENSP00000355800.3	O94886
ENSG00000196230.14	ENSP00000339001.7	P07437
ENSG00000196313.13	ENSP00000405562.2	Q96HA1
ENSG00000196369.12	ENSP00000493121.1	P0DMP2
ENSG00000196419.13	ENSP00000353192.3	P12956
ENSG00000196476.12	ENSP00000353470.2	Q9NUD7
ENSG00000196502.13	ENSP00000321988.7	P50225
ENSG00000196504.20	ENSP00000444656.4	O75400
ENSG00000196531.14	ENSP00000403817.1	E9PAV3
ENSG00000196547.15	ENSP00000452948.1	P49641
ENSG00000196549.13	ENSP00000353679.2	P08473
ENSG00000196655.12	ENSP00000436005.1	Q9Y296
ENSG00000196683.12	ENSP00000351214.4	Q9P0U1
ENSG00000196689.13	ENSP00000459962.1	Q8NER1
ENSG00000196739.15	ENSP00000348385.3	Q8IZC6
ENSG00000196743.9	ENSP00000349687.3	P17900
ENSG00000196757.8	ENSP00000254321.4	Q9H0M5
ENSG00000196821.10	ENSP00000363135.3	Q9H6K1
ENSG00000196839.14	ENSP00000361965.4	P00813
ENSG00000196843.17	ENSP00000350078.3	Q03989
ENSG00000215126.11	ENSP00000366608.4	Q4V339
ENSG00000197081.16	ENSP00000349437.1	P11717
ENSG00000197142.11	ENSP00000346680.4	Q9ULC5
ENSG00000197157.11	ENSP00000346762.3	Q7KZF4
ENSG00000197165.11	ENSP00000338742.4	P50226
ENSG00000197226.13	ENSP00000347375.3	Q66K14
ENSG00000197312.12	ENSP00000417748.1	Q5TDH0
ENSG00000197321.16	ENSP00000348128.4	O95425
ENSG00000197444.10	ENSP00000363216.4	Q9ULD0
ENSG00000197535.16	ENSP00000382179.4	Q9Y4I1
ENSG00000215182.8	ENSP00000485659.1	P98088
ENSG00000197586.13	ENSP00000365840.4	O75354
ENSG00000197622.13	ENSP00000349773.4	Q9NRR8
ENSG00000197641.12	ENSP00000341584.6	Q9UIV8
ENSG00000197702.14	ENSP00000334008.9	Q9NVD7
ENSG00000197712.12	ENSP00000351740.2	Q8IWE2
ENSG00000197785.14	ENSP00000368031.3	Q9NVI7
ENSG00000197816.16	ENSP00000434727.2	
ENSG00000197858.11	ENSP00000347206.4	O43292
ENSG00000197892.13	ENSP00000427900.1	Q9NQT8
ENSG00000197893.14	ENSP00000353078.3	Q86VF7
ENSG00000197930.13	ENSP00000379042.3	Q96HE7
ENSG00000197978.10	ENSP00000481078.1	A6NEM1
ENSG00000150337.14	ENSP00000358165.4	P12314
ENSG00000198026.8	ENSP00000325326.2	Q9H4Z2
ENSG00000198074.10	ENSP00000352584.4	O60218
ENSG00000198125.13	ENSP00000380489.2	P02144
ENSG00000198176.13	ENSP00000364519.4	Q14186
ENSG00000198208.12	ENSP00000450567.1	Q9Y6S9
ENSG00000198252.12	ENSP00000346599.4	Q8WUJ0
ENSG00000198380.13	ENSP00000349860.4	Q06210
ENSG00000198420.10	ENSP00000419235.1	Q9Y4C2
ENSG00000198467.16	ENSP00000496494.2	P07951
ENSG00000198513.14	ENSP00000351155.7	Q8WXF7
ENSG00000198522.14	ENSP00000476446.1	Q9HCN4
ENSG00000198542.15	ENSP00000365351.3	O95965
ENSG00000198563.14	ENSP00000379475.1	Q13838
ENSG00000198585.12	ENSP00000429274.2	Q96DE0
ENSG00000198648.11	ENSP00000348278.4	Q9UEW8
ENSG00000198715.13	ENSP00000354553.1	Q8WWB7
ENSG00000198721.13	ENSP00000369461.3	O75521
ENSG00000198728.11	ENSP00000501277.1	Q86U70
ENSG00000198793.13	ENSP00000354558.4	P42345
ENSG00000198794.12	ENSP00000406547.3	Q8TAC9
ENSG00000198836.11	ENSP00000355324.2	O60313
ENSG00000198848.13	ENSP00000353720.4	P23141
ENSG00000198858.10	ENSP00000355385.4	Q96D70
ENSG00000198860.14	ENSP00000493902.2	Q8WW01
ENSG00000198873.12	ENSP00000376609.2	P34947
ENSG00000198892.7	ENSP00000355064.7	Q96DD7
ENSG00000198894.8	ENSP00000355319.2	Q9C0C6
ENSG00000198901.14	ENSP00000377793.3	O43663
ENSG00000198931.11	ENSP00000367615.3	P07741
ENSG00000203485.14	ENSP00000376410.4	Q27J81
ENSG00000203710.12	ENSP00000356016.4	
ENSG00000203747.12	ENSP00000392047.2	P08637
ENSG00000203780.12	ENSP00000357682.1	Q8TC84
ENSG00000204149.15	ENSP00000500374.1	Q5VW22
ENSG00000204209.13	ENSP00000363668.5	Q9UER7
ENSG00000204220.12	ENSP00000363734.5	O15212
ENSG00000204227.5	ENSP00000363787.4	Q06587
ENSG00000204228.4	ENSP00000363794.3	Q92506
ENSG00000204252.14	ENSP00000229829.3	P06340
ENSG00000204257.15	ENSP00000363976.4	
ENSG00000204267.17	ENSP00000364032.3	Q03519
ENSG00000204316.13	ENSP00000308275.4	Q96DV4
ENSG00000204370.13	ENSP00000364699.3	O14521
ENSG00000204381.12	ENSP00000364764.2	Q6UX15
ENSG00000204394.13	ENSP00000364815.3	P26640
ENSG00000204427.12	ENSP00000379282.3	O95870
ENSG00000204469.13	ENSP00000365201.2	P48634
ENSG00000204520.14	ENSP00000413079.1	Q29983
ENSG00000204525.18	ENSP00000365402.5	P10321
ENSG00000204536.15	ENSP00000379566.3	Q8TD31
ENSG00000204560.10	ENSP00000365625.3	O60231
ENSG00000204564.12	ENSP00000499201.1	Q5SQH8
ENSG00000204568.12	ENSP00000259873.4	Q9Y676
ENSG00000204569.10	ENSP00000365694.2	Q96QC0
ENSG00000204577.12	ENSP00000388199.2	O75022
ENSG00000204580.14	ENSP00000365752.3	Q08345
ENSG00000204590.13	ENSP00000365806.3	P36915
ENSG00000204592.9	ENSP00000365817.4	P13747
ENSG00000204599.15	ENSP00000379800.3	Q9HCM9
ENSG00000204628.12	ENSP00000426909.1	P63244
ENSG00000204632.13	ENSP00000353472.6	P17693
ENSG00000204634.13	ENSP00000386856.1	O95759
ENSG00000204653.10	ENSP00000373860.3	A6ND91
ENSG00000204681.11	ENSP00000366233.4	Q9UBS5
ENSG00000204983.15	ENSP00000308720.7	P07477
ENSG00000205221.13	ENSP00000368544.3	Q6UXI7
ENSG00000205517.13	ENSP00000369823.3	
ENSG00000205659.12	ENSP00000451812.2	
ENSG00000205670.12	ENSP00000382231.4	P58511
ENSG00000205726.15	ENSP00000370719.3	Q15811
ENSG00000213047.13	ENSP00000479816.1	Q6P3S1
ENSG00000205937.12	ENSP00000315859.5	Q15287
ENSG00000206053.13	ENSP00000248098.3	Q9H910
ENSG00000206077.14	ENSP00000442373.2	P0C7U3
ENSG00000188626.7	ENSP00000456927.1	H3BSY2
ENSG00000278558.5	ENSP00000481358.1	P0C7N4
ENSG00000211584.14	ENSP00000415998.2	Q6P1K1
ENSG00000213199.8	ENSP00000344838.5	Q9UHC3
ENSG00000213246.7	ENSP00000225504.3	P63272
ENSG00000213339.9	ENSP00000250237.4	Q9BXR0
ENSG00000213366.13	ENSP00000241337.4	P28161
ENSG00000213465.8	ENSP00000246747.4	P36404
ENSG00000213523.12	ENSP00000337513.6	
ENSG00000213614.11	ENSP00000268097.6	P06865
ENSG00000213625.9	ENSP00000360104.4	O15243
